Player ID,First Name,Last Name,Position,Cost,Team,Total points,Goals scored,Assists,Clean sheets,Points per game rank,Value form,Value season,ICT Index,Expected goals,Expected assists,Expected goal involvements,Influence rank,Form rank,Player form,In dream team,News,Chance of playing next round,Points per game,ICT Index rank,Expected goals per 90,Expected assists per 90,Strength overall home,Strength overall away,team,team_code,PlayerID,Gameweek 8,Gameweek 9,Gameweek 10,Gameweek 11,Gameweek 12,Gameweek 13,Gameweek 14,Gameweek 15,Gameweek 16,Gameweek 17,Gameweek 18,Gameweek 19,Gameweek 20,Gameweek 21,Gameweek 22,Gameweek 23,Gameweek 24,Gameweek 25,Gameweek 26,Gameweek 27,Gameweek 28,Gameweek 29,Gameweek 30,Gameweek 31,Gameweek 32,Gameweek 33,Gameweek 34,Gameweek 35,Gameweek 36,Gameweek 37,Gameweek 38,Difficulty_score,Fixture Difficulty Index,full_name
147,Adam,Webster,DEF,44,Brighton,1,0,0,0,427,0.0,0.2,2.4,0.00,0.03,0.03,312,468,0.0,False,Hamstring injury - Unknown return date,0.0,0.3,364,0.0,0.03,1100,1175,5,36,147,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.0,Adam Webster
148,Danny,Welbeck,FWD,58,Brighton,41,4,1,2,13,0.9,7.1,54.8,3.50,0.29,3.79,25,31,5.3,False,,,5.9,15,0.53,0.04,1100,1175,5,36,148,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.279,Danny Welbeck
149,Mats,Wieffer,MID,49,Brighton,9,0,1,1,187,0.2,1.8,9.5,0.00,0.04,0.04,228,238,1.0,False,,100.0,2.2,259,0.0,0.02,1100,1175,5,36,149,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.053,Mats Wieffer
595,Brajan,Gruda,MID,54,Brighton,1,0,0,0,386,0.1,0.2,0.4,0.00,0.00,0.00,653,344,0.3,False,,100.0,1.0,413,0.0,0.0,1100,1175,5,36,595,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.016,Brajan Gruda
600,Yasin,Ayari,MID,50,Brighton,8,0,0,1,258,0.1,1.6,13.8,0.54,0.40,0.94,273,340,0.3,False,,,1.6,217,0.25,0.18,1100,1175,5,36,600,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.016,Yasin Ayari
601,Andrew,Moran,MID,50,Brighton,0,0,0,0,644,0.0,0.0,0.0,0.00,0.00,0.00,641,631,0.0,False,Loaned to Stoke City,0.0,0.0,644,0.0,0.0,1100,1175,5,36,601,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.0,Andrew Moran
615,Carl,Rushworth,GK,40,Brighton,0,0,0,0,476,0.0,0.0,0.0,0.00,0.00,0.00,469,408,0.0,False,Loaned to Hull City,0.0,0.0,473,0.0,0.0,1100,1175,5,36,615,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.0,Carl Rushworth
618,Georginio,Rutter,MID,55,Brighton,25,2,1,1,48,1.2,4.5,23.6,1.24,0.43,1.67,199,13,6.7,False,,100.0,4.2,115,0.37,0.13,1100,1175,5,36,618,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.353,Georginio Rutter
628,Ferdi,Kadioglu,DEF,45,Brighton,1,0,0,0,428,0.0,0.2,10.2,0.03,0.21,0.24,276,510,0.0,False,,100.0,0.3,255,0.02,0.14,1100,1175,5,36,628,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.0,Ferdi Kadioglu
629,Matt,O'Riley,MID,55,Brighton,0,0,0,0,656,0.0,0.0,0.0,0.00,0.00,0.00,655,650,0.0,False,Ankle injury - Unknown return date,0.0,0.0,656,0.0,0.0,1100,1175,5,36,629,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.0,Matt O'Riley
663,Imari,Samuels,DEF,40,Brighton,0,0,0,0,470,0.0,0.0,0.0,0.00,0.00,0.00,463,402,0.0,False,,,0.0,467,0.0,0.0,1100,1175,5,36,663,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,19.0,0.0,Imari Samuels
150,Andrey,Nascimento dos Santos,MID,45,Chelsea,0,0,0,0,595,0.0,0.0,0.0,0.00,0.00,0.00,587,559,0.0,False,Has joined Strasbourg on a season-long loan,0.0,0.0,591,0.0,0.0,1225,1230,6,8,150,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Andrey Nascimento dos Santos
151,Ângelo Gabriel,Borges Damaceno,MID,45,Chelsea,0,0,0,0,588,0.0,0.0,0.0,0.00,0.00,0.00,580,551,0.0,False,Transferred to Al-Nassr,0.0,0.0,584,0.0,0.0,1225,1230,6,8,151,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Ângelo Gabriel Borges Damaceno
153,Benoît,Badiashile,DEF,43,Chelsea,0,0,0,0,512,0.0,0.0,0.0,0.00,0.00,0.00,504,453,0.0,False,,,0.0,508,0.0,0.0,1225,1230,6,8,153,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Benoît Badiashile
154,Lucas,Bergström,GK,40,Chelsea,0,0,0,0,477,0.0,0.0,0.0,0.00,0.00,0.00,470,409,0.0,False,,,0.0,474,0.0,0.0,1225,1230,6,8,154,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Lucas Bergström
155,Marcus,Bettinelli,GK,40,Chelsea,0,0,0,0,442,0.0,0.0,0.0,0.00,0.00,0.00,433,371,0.0,False,,,0.0,437,0.0,0.0,1225,1230,6,8,155,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Marcus Bettinelli
157,Moisés,Caicedo Corozo,MID,49,Chelsea,17,0,1,2,167,0.6,3.5,24.4,0.15,0.78,0.93,74,96,3.0,False,,,2.4,112,0.02,0.11,1225,1230,6,8,157,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.167,Moisés Caicedo Corozo
158,Cesare,Casadei,MID,45,Chelsea,0,0,0,0,586,0.0,0.0,0.0,0.00,0.00,0.00,578,548,0.0,False,,,0.0,582,0.0,0.0,1225,1230,6,8,158,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Cesare Casadei
160,Ben,Chilwell,DEF,48,Chelsea,0,0,0,0,615,0.0,0.0,0.0,0.00,0.00,0.00,607,583,0.0,False,,,0.0,610,0.0,0.0,1225,1230,6,8,160,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Ben Chilwell
161,Carney,Chukwuemeka,MID,49,Chelsea,0,0,0,0,628,0.0,0.0,0.0,0.00,0.00,0.00,623,607,0.0,False,Illness - 75% chance of playing,75.0,0.0,626,0.0,0.0,1225,1230,6,8,161,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Carney Chukwuemeka
162,Levi,Colwill,DEF,46,Chelsea,18,0,0,2,148,0.7,3.9,21.1,0.18,0.49,0.67,63,95,3.0,False,,,2.6,146,0.03,0.07,1225,1230,6,8,162,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.167,Levi Colwill
163,Marc,Cucurella Saseta,DEF,50,Chelsea,15,0,0,2,199,0.4,3.0,14.6,0.00,0.64,0.64,143,153,2.0,False,Suspended until 27 Oct,0.0,2.1,207,0.0,0.1,1225,1230,6,8,163,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.111,Marc Cucurella Saseta
164,David Datro,Fofana,FWD,54,Chelsea,0,0,0,0,655,0.0,0.0,0.0,0.00,0.00,0.00,654,647,0.0,False,Transferred to AEK Athens,0.0,0.0,655,0.0,0.0,1225,1230,6,8,164,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,David Datro Fofana
165,Deivid Washington,de Souza Eugênio,FWD,50,Chelsea,0,0,0,0,648,0.0,0.0,0.0,0.00,0.00,0.00,645,635,0.0,False,,,0.0,648,0.0,0.0,1225,1230,6,8,165,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Deivid Washington de Souza Eugênio
166,Kiernan,Dewsbury-Hall,MID,57,Chelsea,3,0,0,0,391,0.1,0.5,2.0,0.00,0.03,0.03,378,349,0.3,False,,,1.0,376,0.0,0.06,1225,1230,6,8,166,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.017,Kiernan Dewsbury-Hall
167,Axel,Disasi,DEF,44,Chelsea,7,0,0,1,77,0.1,1.6,1.5,0.00,0.00,0.00,348,313,0.3,False,,,3.5,393,0.0,0.0,1225,1230,6,8,167,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.017,Axel Disasi
168,Enzo,Fernández,MID,49,Chelsea,12,0,0,1,216,0.4,2.4,26.7,0.34,0.65,0.99,182,151,2.0,False,,,2.0,93,0.06,0.11,1225,1230,6,8,168,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.111,Enzo Fernández
169,Conor,Gallagher,MID,59,Chelsea,0,0,0,0,658,0.0,0.0,0.0,0.00,0.00,0.00,657,653,0.0,False,Transferred to Atletico Madrid,0.0,0.0,658,0.0,0.0,1225,1230,6,8,169,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Conor Gallagher
170,Alfie,Gilchrist,DEF,40,Chelsea,0,0,0,0,486,0.0,0.0,0.0,0.00,0.00,0.00,478,418,0.0,False,Has joined Sheffield United on a season-long,0.0,0.0,482,0.0,0.0,1225,1230,6,8,170,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Alfie Gilchrist
171,Malo,Gusto,DEF,49,Chelsea,6,0,0,0,302,0.2,1.2,13.4,0.12,0.22,0.34,197,239,1.0,False,,100.0,1.2,221,0.02,0.05,1225,1230,6,8,171,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.056,Malo Gusto
172,Reece,James,DEF,49,Chelsea,0,0,0,0,625,0.0,0.0,0.0,0.00,0.00,0.00,619,600,0.0,False,Hamstring injury - 50% chance of playing,50.0,0.0,622,0.0,0.0,1225,1230,6,8,172,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Reece James
173,Omari,Kellyman,MID,44,Chelsea,0,0,0,0,538,0.0,0.0,0.0,0.00,0.00,0.00,530,494,0.0,False,Hamstring injury - Unknown return date,0.0,0.0,534,0.0,0.0,1225,1230,6,8,173,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Omari Kellyman
174,Roméo,Lavia,MID,45,Chelsea,3,0,0,0,265,0.1,0.7,3.3,0.00,0.18,0.18,340,321,0.3,False,,100.0,1.5,343,0.0,0.21,1225,1230,6,8,174,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.017,Roméo Lavia
175,Romelu,Lukaku Bolingoli,FWD,63,Chelsea,0,0,0,0,660,0.0,0.0,0.0,0.00,0.00,0.00,659,655,0.0,False,Permanent transfer to Napoli,0.0,0.0,660,0.0,0.0,1225,1230,6,8,175,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Romelu Lukaku Bolingoli
176,Malang,Sarr,DEF,45,Chelsea,0,0,0,0,548,0.0,0.0,0.0,0.00,0.00,0.00,540,506,0.0,False,Permanent move to RC Lens,0.0,0.0,544,0.0,0.0,1225,1230,6,8,176,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Malang Sarr
177,Noni,Madueke,MID,65,Chelsea,43,4,1,2,8,0.9,6.6,52.1,1.96,0.38,2.34,33,26,6.0,False,,,7.2,19,0.37,0.07,1225,1230,6,8,177,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.333,Noni Madueke
178,Marc,Guiu Paz,FWD,49,Chelsea,1,0,0,0,370,0.0,0.2,0.0,0.00,0.00,0.00,626,611,0.0,False,,,1.0,629,0.0,0.0,1225,1230,6,8,178,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Marc Guiu Paz
179,Mykhailo,Mudryk,MID,62,Chelsea,4,0,0,0,395,0.1,0.6,4.3,0.00,0.52,0.52,349,301,0.7,False,,,1.0,328,0.0,0.58,1225,1230,6,8,179,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.039,Mykhailo Mudryk
180,Nicolas,Jackson,FWD,79,Chelsea,42,4,3,2,11,1.0,5.3,59.9,4.92,0.23,5.15,15,8,7.7,True,,,6.0,10,0.85,0.04,1225,1230,6,8,180,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.428,Nicolas Jackson
181,Christopher,Nkunku,MID,60,Chelsea,13,1,0,0,223,0.2,2.2,20.2,1.80,0.16,1.96,205,252,1.0,False,,,1.9,150,1.3,0.12,1225,1230,6,8,181,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.056,Christopher Nkunku
182,Cole,Palmer,MID,108,Chelsea,67,6,5,2,1,1.2,6.2,86.9,4.07,1.79,5.86,2,1,13.0,True,,100.0,9.6,3,0.62,0.27,1225,1230,6,8,182,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.722,Cole Palmer
183,Đorđe,Petrović,GK,44,Chelsea,0,0,0,0,535,0.0,0.0,0.0,0.00,0.00,0.00,527,491,0.0,False,Loaned to Strasbourg,0.0,0.0,531,0.0,0.0,1225,1230,6,8,183,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Đorđe Petrović
184,Renato,Palma Veiga,MID,45,Chelsea,5,0,0,1,299,0.1,1.1,5.1,0.04,0.01,0.05,289,322,0.3,False,,,1.2,315,0.03,0.01,1225,1230,6,8,184,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.017,Renato Palma Veiga
185,Robert,Sánchez,GK,47,Chelsea,36,0,0,2,25,1.1,7.7,24.5,0.00,0.00,0.00,8,30,5.3,False,,,5.1,111,0.0,0.0,1225,1230,6,8,185,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.294,Robert Sánchez
187,Tosin,Adarabioyo,DEF,44,Chelsea,8,0,0,1,136,0.5,1.8,4.8,0.00,0.00,0.00,280,129,2.3,False,,,2.7,321,0.0,0.0,1225,1230,6,8,187,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.128,Tosin Adarabioyo
189,Wesley,Fofana,DEF,45,Chelsea,11,0,0,1,252,0.1,2.4,17.6,0.04,0.10,0.14,118,318,0.3,False,Suspended until 27 Oct,0.0,1.6,178,0.01,0.02,1225,1230,6,8,189,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.017,Wesley Fofana
386,Jadon,Sancho,MID,64,Chelsea,18,0,4,0,38,0.8,2.8,21.9,0.08,0.83,0.91,178,42,5.0,False,,,4.5,132,0.03,0.29,1225,1230,6,8,386,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.278,Jadon Sancho
560,Pedro,Lomba Neto,MID,62,Chelsea,8,0,1,0,314,0.1,1.3,17.1,0.11,0.41,0.52,233,299,0.7,False,,,1.1,182,0.04,0.15,1225,1230,6,8,560,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.039,Pedro Lomba Neto
575,Caleb,Wiley,DEF,40,Chelsea,0,0,0,0,478,0.0,0.0,0.0,0.00,0.00,0.00,471,410,0.0,False,Loaned to Strasbourg,0.0,0.0,475,0.0,0.0,1225,1230,6,8,575,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Caleb Wiley
581,Filip,Jørgensen,GK,43,Chelsea,0,0,0,0,515,0.0,0.0,0.0,0.00,0.00,0.00,507,456,0.0,False,,,0.0,511,0.0,0.0,1225,1230,6,8,581,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.0,Filip Jørgensen
621,João,Félix Sequeira,MID,62,Chelsea,9,1,0,0,233,0.1,1.5,12.1,0.47,0.11,0.58,244,300,0.7,False,,,1.8,237,0.36,0.08,1225,1230,6,8,621,5.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,18.0,0.039,João Félix Sequeira
11,Eddie,Nketiah,FWD,59,Crystal Palace,7,0,0,1,232,0.3,1.2,11.8,0.65,0.26,0.91,350,185,1.7,False,,,1.8,242,0.18,0.07,1095,1095,7,31,11,2.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,14.0,0.121,Eddie Nketiah
159,Trevoh,Chalobah,DEF,44,Crystal Palace,2,0,0,0,205,0.2,0.5,4.3,0.21,0.01,0.22,383,259,0.7,False,,100.0,2.0,326,0.22,0.01,1095,1095,7,31,159,2.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,14.0,0.05,Trevoh Chalobah
190,Naouirou,Ahamada,MID,45,Crystal Palace,0,0,0,0,568,0.0,0.0,0.0,0.00,0.00,0.00,560,528,0.0,False,Loaned to Rennes,0.0,0.0,564,0.0,0.0,1095,1095,7,31,190,2.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,14.0,0.0,Naouirou Ahamada
193,Cheick,Doucouré,MID,49,Crystal Palace,6,0,1,0,215,0.0,1.2,2.9,0.04,0.01,0.05,326,604,0.0,False,Toe Injury - 75% chance of playing,75.0,2.0,353,0.04,0.01,1095,1095,7,31,193,2.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,14.0,0.0,Cheick Doucouré
